2026-03-04 22:31:44,457 | INFO | Loaded snapshot for Asset ID: aec-ufc-gasbol-jeolee-2026-03-07 | Best Bid: (Decimal('0.270'), Decimal('200.000')) | Best Ask: (Decimal('0.310'), Decimal('200.000'))
2026-03-04 22:31:44,457 | INFO | Loaded snapshot for Asset ID: aec-ufc-gasbol-jeolee-2026-03-07-inverse | Best Bid: (Decimal('0.690'), Decimal('200.000')) | Best Ask: (Decimal('0.730'), Decimal('200.000'))
2026-03-04 22:31:44,505 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('10.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:44,505 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('10.000'))
2026-03-04 22:31:44,521 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('448.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:44,521 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('448.000'))
2026-03-04 22:31:44,572 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('448.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:44,572 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('448.000'))
2026-03-04 22:31:44,870 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('448.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:44,870 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('448.000'))
2026-03-04 22:31:44,871 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('448.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:44,871 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('448.000'))
2026-03-04 22:31:44,885 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:31:44,885 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:31:44,956 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:31:44,956 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:31:45,042 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:31:45,047 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
