2026-03-12 19:41:21,280 | INFO | Current balance: 1010 USD
2026-03-12 19:51:11,748 | INFO | Current balance: 1010 USD
2026-03-12 19:52:58,986 | INFO | Current balance: 1010 USD
2026-03-12 19:54:02,839 | INFO | Current balance: 1010 USD
2026-03-12 19:56:02,132 | INFO | Current balance: 1010 USD
2026-03-12 19:56:29,060 | INFO | Current balance: 1010 USD
2026-03-12 20:00:01,207 | INFO | Current balance: 1010 USD
2026-03-12 20:00:17,777 | INFO | Current balance: 1010 USD
2026-03-12 20:02:45,083 | INFO | Current balance: 1010 USD
