timestamp,ticker,best_bid_price,best_bid_size,best_ask_price,best_ask_size,bid_levels,ask_levels,spread
2026-02-08T14:12:42.768353,KXSB-26-SEA,0.67,3596266.0,0.68,32213089.0,67,32,0.01
2026-02-08T14:12:43.770468,KXSB-26-NE,0.32,1696333.0,0.33,24528176.0,32,66,0.01
2026-02-08T14:12:43.770468,KXSB-26-SEA,0.67,3596266.0,0.68,32212984.0,67,32,0.01
2026-02-08T14:12:44.772164,KXSB-26-NE,0.32,1696333.0,0.33,24526399.0,32,66,0.01
2026-02-08T14:12:44.772164,KXSB-26-SEA,0.67,3596266.0,0.68,32212940.0,67,32,0.01
2026-02-08T14:12:45.774698,KXSB-26-NE,0.32,1696333.0,0.33,24526325.0,32,66,0.01
2026-02-08T14:12:45.774698,KXSB-26-SEA,0.67,3596266.0,0.68,32212719.0,67,32,0.01
2026-02-08T14:12:46.776874,KXSB-26-NE,0.32,1696333.0,0.33,24526202.0,32,66,0.01
2026-02-08T14:12:46.776874,KXSB-26-SEA,0.67,3596266.0,0.68,32212653.0,67,32,0.01
2026-02-08T14:12:47.779154,KXSB-26-NE,0.32,1696333.0,0.33,24523961.0,32,66,0.01
2026-02-08T14:12:47.779154,KXSB-26-SEA,0.67,3596266.0,0.68,32212475.0,67,32,0.01
2026-02-08T14:12:48.781318,KXSB-26-NE,0.32,1696333.0,0.33,24523596.0,32,66,0.01
2026-02-08T14:12:48.781318,KXSB-26-SEA,0.67,3596266.0,0.68,32212158.0,67,32,0.01
2026-02-08T14:12:49.783951,KXSB-26-NE,0.32,1696333.0,0.33,24523015.0,32,66,0.01
2026-02-08T14:12:49.783951,KXSB-26-SEA,0.67,3596176.0,0.68,32211975.0,67,32,0.01
2026-02-08T14:12:50.786105,KXSB-26-NE,0.32,1696333.0,0.33,24514431.0,32,66,0.01
2026-02-08T14:12:50.786105,KXSB-26-SEA,0.67,3596176.0,0.68,32211968.0,67,32,0.01
2026-02-08T14:12:51.788659,KXSB-26-NE,0.32,1696333.0,0.33,24513961.0,32,66,0.01
2026-02-08T14:12:51.788659,KXSB-26-SEA,0.67,3596176.0,0.68,32211654.0,67,32,0.01
2026-02-08T14:12:52.791285,KXSB-26-NE,0.32,1696333.0,0.33,24509639.0,32,66,0.01
2026-02-08T14:12:52.791285,KXSB-26-SEA,0.67,3596176.0,0.68,32211616.0,67,32,0.01
2026-02-08T14:12:53.793383,KXSB-26-NE,0.32,1696333.0,0.33,24509220.0,32,66,0.01
2026-02-08T14:12:53.793383,KXSB-26-SEA,0.67,3596176.0,0.68,32211609.0,67,32,0.01
2026-02-08T14:12:54.795861,KXSB-26-NE,0.32,1696333.0,0.33,24502418.0,32,66,0.01
2026-02-08T14:12:54.795861,KXSB-26-SEA,0.67,3588583.0,0.68,32214334.0,67,32,0.01
2026-02-08T14:12:55.797632,KXSB-26-NE,0.32,1696333.0,0.33,24502273.0,32,66,0.01
2026-02-08T14:12:55.797632,KXSB-26-SEA,0.67,3588583.0,0.68,32214002.0,67,32,0.01
2026-02-08T14:12:56.799879,KXSB-26-NE,0.32,1696333.0,0.33,24501818.0,32,66,0.01
